leave_type,leave_start_date,leave_end_date,leave_start_period,leave_end_period,leave_days,applicant_name,reporting_person,applicant_department,applicant_subdepartment
casual_leave,04-09-2023,07-09-2023,full_day,first_half,4,Tanner Perez,Lisa Arias,HR,Project coordinator
paternity_leave,30-08-2023,01-09-2023,second_half,first_half,3,Tammy Green,Jeremy Peters,Technical,NodeJS
paternity_leave,08-03-2025,16-03-2025,first_half,first_half,9,Joseph Bowen,Heather Wilson,Office Admin,Office Admin
paternity_leave,18-08-2023,26-08-2023,second_half,first_half,9,Roberto Hunter,Suzanne Lin,Office Admin,Office Admin
marriage_leave,17-07-2024,25-07-2024,first_half,full_day,9,Miss Jessica Bailey,Christopher Davis,Business,Business Development Executive
maternity_leave,24-06-2024,04-07-2024,second_half,full_day,11,Joshua Perkins,Richard Roberts II,Business,Business Development Executive
maternity_leave,27-11-2024,07-12-2024,second_half,first_half,11,Julian Watts,Nathaniel Velez,Office Admin,Office Admin
paternity_leave,22-07-2023,25-07-2023,first_half,full_day,4,Ryan Sandoval,Brandon Smith,Technical,Angular
academic_leave,03-01-2024,10-01-2024,full_day,full_day,8,Kaitlin Nolan,Luis Taylor,Office Admin,Office Admin
academic_leave,31-12-2024,31-12-2024,first_half,first_half,0.5,Kevin Hughes,Devin Burton,Business,Business Development Executive
marriage_leave,30-12-2023,30-12-2023,first_half,first_half,0.5,Kayla Roberts,Kari Kim,HR,Project coordinator
paternity_leave,26-03-2025,05-04-2025,first_half,full_day,11,Mandy Cunningham,Kristen Small,HR,Project coordinator
paternity_leave,14-08-2023,17-08-2023,first_half,full_day,4,Katelyn Mills,Travis Medina,HR,Project coordinator
marriage_leave,11-06-2023,11-06-2023,second_half,full_day,0.5,Kathryn Boyle,Ashley Castro,Office Admin,Office Admin
maternity_leave,18-11-2023,22-11-2023,second_half,full_day,5,Dr. Heather Garrett,Kathleen Parsons,Office Admin,Office Admin
paternity_leave,21-04-2024,22-04-2024,first_half,full_day,2,Theresa Norton,Pamela Sullivan,HR,HR
casual_leave,06-01-2025,16-01-2025,second_half,first_half,11,Adam Burgess,Peter Martin,Business,Business Development Executive
casual_leave,20-01-2025,26-01-2025,second_half,first_half,7,Jason Cervantes,Erica Chase,Technical,Android
academic_leave,14-05-2024,20-05-2024,first_half,full_day,7,Sarah Bradley,William May,Office Admin,Office Admin
maternity_leave,11-06-2023,16-06-2023,second_half,full_day,6,Susan Compton,Scott Daniels,Business,Business Development Executive
maternity_leave,16-06-2024,21-06-2024,first_half,full_day,6,David Alexander,Michael Payne,Technical,System
medical_leave,21-05-2024,29-05-2024,full_day,full_day,9,Cathy Young,Joseph Parker,Office Admin,Office Admin
medical_leave,06-11-2023,13-11-2023,full_day,full_day,8,Emily Rodriguez,Kenneth Perez,Business,Business Development Executive
paternity_leave,12-09-2023,18-09-2023,first_half,first_half,7,Brianna Medina,Nathan Martinez,Technical,NodeJS
medical_leave,07-09-2023,09-09-2023,full_day,first_half,3,Lauren Hall,Beth Hale,Office Admin,Office Admin
marriage_leave,26-02-2024,04-03-2024,first_half,first_half,8,Jeffrey Wilson,John Taylor,Office Admin,Office Admin
marriage_leave,02-04-2025,05-04-2025,second_half,first_half,4,Yvonne Barker,Barbara Mccarty,Technical,PHP
medical_leave,07-06-2023,09-06-2023,second_half,first_half,3,Travis Thompson,Michele Rice,Business,Business Development Executive
maternity_leave,17-12-2023,22-12-2023,full_day,first_half,6,Eric Pruitt,Todd Ortega,Business,Business Development Executive
casual_leave,07-08-2023,17-08-2023,full_day,full_day,11,Jeremy Moore,Robert Rogers,HR,Project coordinator
casual_leave,29-10-2024,04-11-2024,second_half,first_half,7,Steven Kim,Brandy Hill,Technical,iOS
academic_leave,18-01-2025,26-01-2025,second_half,full_day,9,Erin Torres,Charlene Bass,Office Admin,Office Admin
academic_leave,03-01-2025,08-01-2025,first_half,full_day,6,Jake Joyce,Shannon Parks,Business,Business Development Executive
academic_leave,24-10-2024,29-10-2024,second_half,first_half,6,Melissa Woodard,Scott King,Office Admin,Office Admin
academic_leave,06-03-2024,16-03-2024,first_half,first_half,11,Mrs. Sarah Roberts,Edward Lawrence,Technical,Android
academic_leave,09-10-2023,15-10-2023,full_day,full_day,7,Patrick Hart,Amber Russell,Business,Business Development Executive
casual_leave,01-12-2023,08-12-2023,full_day,first_half,8,Adam Walsh,Marcus Davis,Business,Business Development Executive
marriage_leave,20-09-2024,23-09-2024,first_half,first_half,4,Robert Walsh,Chad Brown,Office Admin,Office Admin
marriage_leave,03-01-2024,03-01-2024,second_half,full_day,0.5,Maria Flowers,Brandon Hamilton,Technical,Angular
casual_leave,26-01-2025,31-01-2025,first_half,full_day,6,Martin Velazquez,Jamie Martinez,Technical,PHP
maternity_leave,30-03-2024,08-04-2024,second_half,full_day,10,Francisco Fitzgerald,Laura Miller,Office Admin,Office Admin
marriage_leave,14-08-2024,14-08-2024,full_day,first_half,0.5,Tommy Garza,Brian Hall,Office Admin,Office Admin
maternity_leave,09-04-2025,14-04-2025,first_half,first_half,6,Amanda Mitchell,Corey Long,HR,Project coordinator
maternity_leave,27-09-2024,04-10-2024,first_half,first_half,8,Ruben White,Lance Davis,Office Admin,Office Admin
marriage_leave,01-05-2024,04-05-2024,second_half,first_half,4,Deborah Richards,James Buckley,Business,Business Development Executive
marriage_leave,30-08-2023,03-09-2023,full_day,full_day,5,Kimberly Carey,Cynthia Duncan,Office Admin,Office Admin
academic_leave,28-02-2024,09-03-2024,second_half,first_half,11,Benjamin Armstrong,Dr. David Bauer MD,Business,Business Development Executive
maternity_leave,15-12-2024,19-12-2024,second_half,full_day,5,Michelle Armstrong,William Jones,Technical,System
casual_leave,23-03-2024,28-03-2024,first_half,full_day,6,Amy Petty,Daniel Hendricks,Office Admin,Office Admin
academic_leave,08-06-2023,14-06-2023,second_half,full_day,7,Amy Gutierrez,Julie Williams,Business,Business Development Executive
academic_leave,01-04-2025,06-04-2025,full_day,full_day,6,Austin Wilson,Sydney Perez,Office Admin,Office Admin
marriage_leave,05-08-2024,15-08-2024,second_half,first_half,11,Steve Scott,Kelly Burns,HR,Project coordinator
medical_leave,04-11-2024,10-11-2024,full_day,full_day,7,Melissa Grant,Julie Rivera,Technical,NodeJS
paternity_leave,22-12-2024,01-01-2025,full_day,full_day,11,Barbara Donaldson,Kristen Contreras,Business,Business Development Executive
academic_leave,19-11-2023,29-11-2023,second_half,full_day,11,Maria Yoder,Timothy Wilson,Office Admin,Office Admin
maternity_leave,30-01-2025,31-01-2025,second_half,first_half,2,Lori Martin,Michael Griffin,Business,Business Development Executive
casual_leave,13-02-2025,21-02-2025,first_half,first_half,9,Kevin Dyer,Thomas Torres,HR,HR
casual_leave,11-12-2023,11-12-2023,full_day,first_half,0.5,Beverly Rios,Andrea Williams,Business,Business Development Executive
academic_leave,23-02-2025,01-03-2025,first_half,first_half,7,Jordan Mcfarland,Jessica Hanson,Office Admin,Office Admin
academic_leave,21-01-2024,30-01-2024,second_half,first_half,10,Katelyn Bass,Nicholas Hurst,Technical,Android
academic_leave,13-10-2023,18-10-2023,second_half,full_day,6,Joy Perez,Timothy Perry,Technical,ReactJS
paternity_leave,12-02-2025,18-02-2025,first_half,first_half,7,Jacob Strickland,Kelly Davis,HR,Project coordinator
academic_leave,20-11-2023,30-11-2023,first_half,first_half,11,Amy Flores,Maria Foster,HR,Project coordinator
medical_leave,13-12-2024,15-12-2024,first_half,first_half,3,Jillian Wright,William Finley,Office Admin,Office Admin
medical_leave,01-02-2024,04-02-2024,first_half,first_half,4,Chris Salinas,Austin Holden,HR,HR
academic_leave,13-04-2024,15-04-2024,full_day,full_day,3,Stephanie Watkins,Vanessa Schmitt,Business,Business Development Executive
marriage_leave,23-06-2023,01-07-2023,full_day,first_half,9,Mr. Darren Ball,Robert Tyler,Technical,NodeJS
casual_leave,11-06-2024,21-06-2024,full_day,first_half,11,Kyle Collins,Margaret Brown,Office Admin,Office Admin
paternity_leave,13-11-2024,23-11-2024,full_day,full_day,11,Angel Tran,Samuel Coleman,HR,HR
casual_leave,14-09-2024,19-09-2024,second_half,first_half,6,Melissa Miller,Jonathan Wilson,HR,HR
marriage_leave,03-03-2024,03-03-2024,full_day,first_half,0.5,Amanda Contreras,Keith Martinez,HR,Project coordinator
medical_leave,07-11-2023,08-11-2023,full_day,first_half,2,Christopher Morales,Derek Harrell,Technical,Android
maternity_leave,08-11-2024,16-11-2024,full_day,full_day,9,Stephen Gregory,Maria Russell,Office Admin,Office Admin
casual_leave,06-05-2023,10-05-2023,second_half,first_half,5,Brent Robinson,Robert Alvarez,Office Admin,Office Admin
casual_leave,22-08-2024,27-08-2024,second_half,first_half,6,Erik Strickland,Nicole Fitzgerald,Office Admin,Office Admin
maternity_leave,30-09-2023,06-10-2023,second_half,first_half,7,Brittney Kennedy,Michael Harris,Office Admin,Office Admin
paternity_leave,30-10-2023,04-11-2023,full_day,full_day,6,Lisa Matthews,Amanda Miller,Technical,Android
casual_leave,08-09-2024,16-09-2024,full_day,first_half,9,Jessica Martinez,Heidi Taylor,Office Admin,Office Admin
casual_leave,24-11-2024,28-11-2024,first_half,full_day,5,Catherine Nelson,Rebecca Powell,Technical,PHP
maternity_leave,18-11-2023,21-11-2023,first_half,full_day,4,Karen Rangel,Andrea Wilson,Office Admin,Office Admin
casual_leave,03-10-2024,12-10-2024,full_day,full_day,10,Tina Herrera,Victor Jones,Business,Business Development Executive
paternity_leave,25-02-2024,27-02-2024,full_day,full_day,3,Danielle Pennington MD,Rebecca Juarez,Business,Business Development Executive
maternity_leave,21-03-2024,22-03-2024,first_half,first_half,2,Todd Murphy,Thomas Robertson,Office Admin,Office Admin
maternity_leave,21-04-2025,28-04-2025,full_day,first_half,8,Jodi Meyers,David Miller,Technical,NodeJS
maternity_leave,30-01-2025,31-01-2025,second_half,first_half,2,Gina Melton,Beverly Evans,Business,Business Development Executive
academic_leave,25-07-2024,04-08-2024,second_half,first_half,11,Melanie Rosario,Tyler Navarro,Office Admin,Office Admin
maternity_leave,06-08-2023,12-08-2023,full_day,first_half,7,Ruth Knight,Mark Lawrence,Business,Business Development Executive
marriage_leave,12-07-2023,18-07-2023,full_day,full_day,7,Marilyn White,Patricia Perez,Office Admin,Office Admin
paternity_leave,19-01-2024,28-01-2024,second_half,full_day,10,Linda Sutton,Heather Hamilton,Technical,System
paternity_leave,01-08-2024,06-08-2024,full_day,full_day,6,James Hawkins,Seth Anderson,HR,HR
academic_leave,30-06-2024,05-07-2024,second_half,full_day,6,Julia Hawkins,Danny Prince,Technical,Android
paternity_leave,19-07-2024,22-07-2024,first_half,full_day,4,Debra Sweeney,Tiffany Williams,Office Admin,Office Admin
casual_leave,19-05-2023,23-05-2023,second_half,first_half,5,Laura Bowman,Laura Lewis,Technical,iOS
academic_leave,02-06-2023,05-06-2023,first_half,first_half,4,George Salinas,Claire Hernandez,Business,Business Development Executive
casual_leave,17-03-2024,26-03-2024,second_half,first_half,10,Jordan Russell,Anne Mullins,HR,Project coordinator
marriage_leave,05-10-2023,11-10-2023,full_day,first_half,7,John Parsons,Ryan Ball,Office Admin,Office Admin
medical_leave,16-01-2025,25-01-2025,first_half,full_day,10,Jennifer Sanchez,Donald Duncan,Office Admin,Office Admin
paternity_leave,11-10-2023,18-10-2023,second_half,first_half,8,Carl Castro,Wendy Hunter,Business,Business Development Executive
marriage_leave,08-02-2024,15-02-2024,full_day,full_day,8,Nicole Mejia,Cory Garcia,Technical,Android
paternity_leave,13-03-2024,21-03-2024,first_half,full_day,9,Lisa Thomas,Randall Nguyen,Business,Business Development Executive
paternity_leave,23-08-2024,30-08-2024,second_half,full_day,8,Jacqueline Maynard,Ryan Morgan,Business,Business Development Executive
casual_leave,04-03-2025,09-03-2025,second_half,full_day,6,Lisa Garcia,Jerry Manning,HR,Project coordinator
casual_leave,27-11-2023,07-12-2023,first_half,first_half,11,Larry West,Erik Torres,Office Admin,Office Admin
maternity_leave,07-02-2025,10-02-2025,full_day,full_day,4,Joseph Myers,William Jones,Business,Business Development Executive
medical_leave,09-09-2023,10-09-2023,first_half,first_half,2,Dustin Cole,Kayla Baker,Technical,System
paternity_leave,05-06-2024,07-06-2024,second_half,first_half,3,Michael Combs,Zachary Kerr,Office Admin,Office Admin
paternity_leave,21-09-2023,28-09-2023,full_day,full_day,8,James Riley,Ashley Espinoza,Technical,NodeJS
marriage_leave,17-05-2023,20-05-2023,first_half,full_day,4,Karen Craig,Carl Stephens,Technical,ReactJS
paternity_leave,21-05-2024,26-05-2024,second_half,full_day,6,Russell Pitts,Matthew Bender,Office Admin,Office Admin
casual_leave,16-07-2024,16-07-2024,full_day,first_half,0.5,Donna Meyers,Gary Mayo,Business,Business Development Executive
paternity_leave,20-10-2024,20-10-2024,second_half,full_day,0.5,Wendy Jones,Patricia Wallace,HR,HR
maternity_leave,11-05-2024,14-05-2024,second_half,full_day,4,Stephanie Jennings,Denise Gonzalez,HR,HR
marriage_leave,27-01-2025,05-02-2025,first_half,full_day,10,David Welch,Michele Blair,Technical,Android
academic_leave,10-06-2024,19-06-2024,full_day,full_day,10,Ashley Lozano,Julia Smith,Business,Business Development Executive
marriage_leave,14-05-2024,22-05-2024,first_half,full_day,9,Matthew Waller,John Shields,Business,Business Development Executive
paternity_leave,20-08-2024,21-08-2024,first_half,first_half,2,Michael Haas,William Cruz,Business,Business Development Executive
maternity_leave,21-04-2024,26-04-2024,second_half,first_half,6,Michelle Chapman,Brittany Garner,HR,HR
maternity_leave,10-10-2023,14-10-2023,full_day,full_day,5,Ashley Martinez DVM,Darlene Thomas,Technical,ReactJS
paternity_leave,30-03-2024,30-03-2024,full_day,first_half,0.5,Joshua Norris,Eric Fernandez,Business,Business Development Executive
maternity_leave,30-07-2024,01-08-2024,full_day,first_half,3,Greg Willis,Yvonne Graham,HR,HR
marriage_leave,23-02-2025,23-02-2025,first_half,full_day,0.5,Christopher Jackson,John Harper,Technical,Angular
academic_leave,16-12-2023,23-12-2023,second_half,full_day,8,Todd Jones,Jordan Doyle,Business,Business Development Executive
casual_leave,14-07-2023,23-07-2023,second_half,full_day,10,Mr. Brandon Wheeler,Ryan Valencia,Office Admin,Office Admin
maternity_leave,14-07-2023,21-07-2023,second_half,first_half,8,Kimberly Tapia,Misty Schneider,Technical,PHP
academic_leave,26-02-2025,04-03-2025,second_half,full_day,7,Jasmin Johnson,Angela Murphy,Business,Business Development Executive
casual_leave,07-06-2023,16-06-2023,first_half,full_day,10,Jennifer Smith,Johnathan Garrett,Office Admin,Office Admin
maternity_leave,07-06-2023,11-06-2023,first_half,first_half,5,Erica Gonzales,Sarah Acevedo,Technical,Android
maternity_leave,05-10-2023,08-10-2023,first_half,full_day,4,Vincent Lewis,Danielle Knight,Technical,NodeJS
marriage_leave,17-01-2024,22-01-2024,first_half,first_half,6,Kathryn Rojas,Scott Campbell,Technical,NodeJS
marriage_leave,23-09-2023,24-09-2023,second_half,first_half,2,Nicole Washington,Jonathan Frederick,Office Admin,Office Admin
casual_leave,09-07-2024,13-07-2024,first_half,first_half,5,Mary Miller,Thomas Smith,Office Admin,Office Admin
academic_leave,05-05-2023,15-05-2023,first_half,first_half,11,John Fitzgerald,Kaylee Maxwell,Technical,NodeJS
medical_leave,16-05-2023,24-05-2023,full_day,first_half,9,Douglas Harris,Joseph Salazar,HR,Project coordinator
academic_leave,20-06-2023,20-06-2023,second_half,first_half,0.5,Kimberly Brock,Alicia Morrow,Technical,iOS
casual_leave,25-07-2023,28-07-2023,full_day,full_day,4,Dana Valencia,Steven Dixon,HR,Project coordinator
maternity_leave,29-03-2025,08-04-2025,second_half,full_day,11,Tammy Sanchez,Heather Le,Business,Business Development Executive
maternity_leave,13-12-2024,21-12-2024,full_day,first_half,9,Shawn Peterson,Robert Pacheco,Technical,iOS
maternity_leave,05-04-2024,13-04-2024,full_day,full_day,9,Eric Cook,Aimee Graham,HR,HR
marriage_leave,05-06-2024,06-06-2024,second_half,first_half,2,Joshua Boone,Kelsey Gomez,Office Admin,Office Admin
casual_leave,12-07-2024,15-07-2024,full_day,first_half,4,Dustin Mack,Sara Pena,Technical,System
maternity_leave,07-02-2025,14-02-2025,full_day,first_half,8,Linda Mckenzie,Tammy Rowland DDS,Business,Business Development Executive
maternity_leave,27-10-2024,01-11-2024,full_day,full_day,6,Kimberly Green,David Davis,Business,Business Development Executive
academic_leave,01-09-2024,08-09-2024,second_half,first_half,8,Anthony Williams,Mikayla Ibarra,Business,Business Development Executive
marriage_leave,29-05-2024,03-06-2024,full_day,first_half,6,Nicole Clark,Crystal Sanchez,Business,Business Development Executive
maternity_leave,29-07-2023,31-07-2023,full_day,full_day,3,Andrew Morgan,Aaron Young,Business,Business Development Executive
medical_leave,15-12-2023,15-12-2023,first_half,full_day,0.5,Kristin Norris,Kerri Figueroa,Office Admin,Office Admin
casual_leave,29-03-2025,30-03-2025,second_half,first_half,2,Mr. Christopher Reed,Sean Dunn,Technical,PHP
academic_leave,27-11-2024,30-11-2024,full_day,first_half,4,Ryan Cantrell,Rachel Valdez,Technical,NodeJS
marriage_leave,04-11-2023,06-11-2023,full_day,full_day,3,Anne Estes,Mark Williams,Office Admin,Office Admin
academic_leave,07-11-2024,08-11-2024,first_half,full_day,2,Timothy Wagner,Michelle Gregory,Business,Business Development Executive
casual_leave,24-06-2023,24-06-2023,first_half,full_day,0.5,Morgan Myers,Ariel Smith,Office Admin,Office Admin
casual_leave,24-07-2023,27-07-2023,first_half,full_day,4,Angela Davenport,Anne Armstrong,Business,Business Development Executive
maternity_leave,18-04-2024,26-04-2024,full_day,first_half,9,Lance Ramirez,Sean Riddle,Technical,NodeJS
marriage_leave,11-02-2024,19-02-2024,second_half,full_day,9,Danielle Blake,John Thomas,Technical,Angular
